313.6050953,431.9,0.2,0,,0.695942967,0.732887561,0.336856081,0.495677549,,,,,,
313.6050953,431.7,0.3,0.04,,0.695942967,0.73248803,0.345764483,0.498316589,,,,,,
313.5650953,431.4,0.4,0,,0.695917375,0.731888732,0.354672885,0.495677549,,,,,,
313.5650953,431,0.5,0.04,,0.695917375,0.731089669,0.363581288,0.498316589,,,,,,
313.5250953,430.5,0.6,0,,0.695891784,0.730090841,0.37248969,0.495677549,,,,,,
313.5250953,429.9,0.7,0.04,,0.695891784,0.728892246,0.381398092,0.498316589,,,,,,
313.4850953,429.2,0.8,0,,0.695866193,0.727493886,0.390306494,0.495677549,,,,,,
313.4850953,428.4,0.9,0.04,,0.695866193,0.72589576,0.399214897,0.498316589,,,,,,
313.4450953,427.5,1,0,,0.695840602,0.724097868,0.408123299,0.495677549,,,,Min,Max,Dif
313.4450953,426.5,1.1,0.04,,0.695840602,0.72210021,0.417031701,0.498316589,,,X In,-774.1761222,788.8560078,1563.03213
313.4050953,425.4,1.2,0,,0.69581501,0.719902787,0.425940103,0.495677549,,,Y In,65.02652584,565.6128281,500.5863022
313.4050953,424.2,1.3,0.04,,0.69581501,0.717505598,0.434848506,0.498316589,,,X Out,-3.581329929,7.644027557,11.22535749
313.3650953,422.9,1.4,0,,0.695789419,0.714908643,0.443756908,0.495677549,,,Y Out,-7.512996568,7.644027557,15.15702412
313.3650953,421.5,1.5,0.04,,0.695789419,0.712111923,0.45266531,0.498316589,,,,,,
313.3250953,420,1.6,0,,0.695763828,0.709115436,0.461573713,0.495677549,,,,,,
313.3250953,418.4,1.7,0.04,,0.695763828,0.705919184,0.470482115,0.498316589,,,,,,
313.2850953,416.7,1.8,0,,0.695738236,0.702523166,0.479390517,0.495677549,,,,,,
313.2850953,414.9,1.9,0.04,,0.695738236,0.698927383,0.488298919,0.498316589,,,,,,
313.2450953,413,2,0,,0.695712645,0.695131834,0.497207322,0.495677549,,,,,,
313.2450953,411,1.923410481,0.133894313,,0.695712645,0.691136519,0.490384419,0.504511362,,,,,,
313.111201,409.0765895,1.846820963,0.187788625,,0.695626982,0.687294203,0.483561517,0.508067094,,,,,,
312.9234124,407.2297686,1.770231444,0.241682938,,0.695506838,0.683604887,0.476738614,0.511622825,,,,,,
312.6817295,405.4595371,1.693641926,0.29557725,,0.695352214,0.680068571,0.469915712,0.515178557,,,,,,
312.3861522,403.7658952,1.617052407,0.349471563,,0.695163109,0.676685255,0.46309281,0.518734289,,,,,,
312.0366806,402.1488428,1.540462889,0.403365875,,0.694939523,0.673454938,0.456269907,0.522290021,,,,,,
311.6333148,400.6083799,1.46387337,0.457260188,,0.694681457,0.67037762,0.449447005,0.525845752,,,,,,
311.1760546,399.1445065,1.387283851,0.5111545,,0.69438891,0.667453303,0.442624102,0.529401484,,,,,,
310.6649001,397.7572227,1.310694333,0.565048813,,0.694061882,0.664681985,0.4358012,0.532957216,,,,,,
310.0998513,396.4465283,1.234104814,0.618943126,,0.693700374,0.662063666,0.428978298,0.536512948,,,,,,
309.4809081,395.2124235,1.157515296,0.672837438,,0.693304385,0.659598347,0.422155395,0.54006868,,,,,,
308.8080707,394.0549082,1.080925777,0.726731751,,0.692873916,0.657286028,0.415332493,0.543624411,,,,,,
308.0813389,392.9739824,1.004336259,0.780626063,,0.692408966,0.655126709,0.40850959,0.547180143,,,,,,
307.3007129,391.9696462,0.92774674,0.834520376,,0.691909536,0.653120389,0.401686688,0.550735875,,,,,,
306.4661925,391.0418995,0.851157221,0.888414688,,0.691375624,0.651267069,0.394863786,0.554291607,,,,,,
305.5777778,390.1907422,0.774567703,0.942309001,,0.690807232,0.649566748,0.388040883,0.557847339,,,,,,
304.6354688,389.4161745,0.697978184,0.996203313,,0.69020436,0.648019427,0.381217981,0.56140307,,,,,,
303.6392655,388.7181963,0.621388666,1.050097626,,0.689567007,0.646625105,0.374395078,0.564958802,,,,,,
302.5891679,388.0968077,0.544799147,1.103991939,,0.688895173,0.645383784,0.367572176,0.568514534,,,,,,
301.4851759,387.5520085,0.468209629,1.157886251,,0.688188859,0.644295462,0.360749274,0.572070266,,,,,,
300.3272897,387.0837989,0.39162011,1.211780564,,0.687448064,0.643360139,0.353926371,0.575625998,,,,,,
299.1155091,386.6921788,0.315030591,1.265674876,,0.686672789,0.642577816,0.347103469,0.579181729,,,,,,
297.8498342,386.3771482,0.238441073,1.319569189,,0.685863032,0.641948493,0.340280566,0.582737461,,,,,,
296.5302651,386.1387071,0.161851554,1.373463501,,0.685018796,0.641472169,0.333457664,0.586293193,,,,,,
295.1568016,385.9768556,0.085262036,1.427357814,,0.684140078,0.641148845,0.326634761,0.589848925,,,,,,
293.7294437,385.8915935,0.008672517,1.481252126,,0.68322688,0.640978521,0.319811859,0.593404657,,,,,,
292.2481916,385.882921,-0.067917001,1.535146439,,0.682279202,0.640961196,0.312988957,0.596960388,,,,,,
290.7130452,385.950838,-0.14450652,1.589040752,,0.681297042,0.641096871,0.306166054,0.60051612,,,,,,
289.1240044,386.0953445,-0.221096039,1.642935064,,0.680280403,0.641385546,0.299343152,0.604071852,,,,,,
287.4810694,386.3164406,-0.297685557,1.696829377,,0.679229282,0.64182722,0.292520249,0.607627584,,,,,,
285.78424,386.6141261,-0.374275076,1.750723689,,0.678143681,0.642421894,0.285697347,0.611183315,,,,,,
284.0335163,386.9884012,-0.450864594,1.804618002,,0.677023599,0.643169567,0.278874445,0.614739047,,,,,,
282.2288983,387.4392658,-0.350864594,1.764618002,,0.675869037,0.64407024,0.287782847,0.612100007,,,,,,
280.4642803,387.7901304,-0.250864594,1.724618002,,0.674740066,0.644771148,0.296691249,0.609460966,,,,,,
278.7396623,388.040995,-0.327454113,1.778512314,,0.673636686,0.645272289,0.289868347,0.613016698,,,,,,
276.96115,388.3684491,-0.404043631,1.832406627,,0.672498826,0.64592643,0.283045444,0.61657243,,,,,,
275.1287434,388.7724927,-0.48063315,1.88630094,,0.671326485,0.646733571,0.276222542,0.620128162,,,,,,
273.2424424,389.2531259,-0.557222669,1.940195252,,0.670119663,0.647693712,0.26939964,0.623683894,,,,,,
271.3022472,389.8103486,-0.633812187,1.994089565,,0.668878361,0.648806852,0.262576737,0.627239625,,,,,,
269.3081576,390.4441607,-0.710401706,2.047983877,,0.667602578,0.650072991,0.255753835,0.630795357,,,,,,
267.2601737,391.1545625,-0.786991224,2.10187819,,0.666292315,0.651492131,0.248930932,0.634351089,,,,,,
265.1582955,391.9415537,-0.863580743,2.155772502,,0.664947571,0.65306427,0.24210803,0.637906821,,,,,,
263.002523,392.8051344,-0.763580743,2.115772502,,0.663568346,0.654789408,0.251016432,0.63526778,,,,,,
260.8867505,393.5687152,-0.663580743,2.075772502,,0.662214713,0.656314781,0.259924834,0.63262874,,,,,,
258.810978,394.2322959,-0.563580743,2.035772502,,0.66088667,0.657640388,0.268833237,0.629989699,,,,,,
256.7752055,394.7958766,-0.463580743,1.995772502,,0.65958422,0.658766229,0.277741639,0.627350659,,,,,,
254.779433,395.2594574,-0.363580743,1.955772502,,0.65830736,0.659692305,0.286650041,0.624711618,,,,,,
252.8236605,395.6230381,-0.263580743,1.915772502,,0.657056092,0.660418615,0.295558444,0.622072578,,,,,,
