
4, 0.118614039483698495, 0.114507571492983636, 0.115546290533571047, 0.115941083006407078, 0.113366955386914859, 0.1142828786246887910, 0.1135553976227868411, 0.1115497653130704712, 0.1166988666688791313, 0.1150119756444388114, 0.1124348836463379415, 0.1085318332250789816, 0.1104532955362636417, 0.1098440524632353518, 0.1077512682810427619, 0.1105051561181282920, 0.1132369387083247721, 0.1186018829217485622, 0.1143871194881396123, 0.1167225737050886824, 0.112588734542125525, 0.1134358471723906526, 0.114082191005729227, 0.1206145077171026228, 0.1152692715433776129, 0.1126133067674257330, 0.1127002068016153531, 0.11518059807493232, 0.1157609966847440333, 0.1133490856849260334, 0.1120572361140583135, 0.1132968518445715836, 0.113049443455428737, 0.1175231249951488438, 0.1121271777197956239, 0.1184294417488060740, 0.1202424481997759841, 0.1094724284127661842, 0.1148893731291756243, 0.1056898504355411244, 0.1033589846653924545, 0.1048475735844479346, 0.1056562725962017247, 0.1122662394454318548, 0.1038118935983100349, 0.1038817850326058150, 0.1063380790430230351, 0.1081148504887790352, 0.1021259567947593953, 0.1046396097087050854, 0.1023367731330094855, 0.1033612063559240756, 0.1048900116654506957, 0.1031755195820795458, 0.1031676432226232459, 0.1015329678502374560, 0.1049817265197430461, 0.1013439285505727362, 0.1034511297124863, 0.1040814303525295964, 0.101502471010290465, 0.1009319447179043466, 0.1158865721571310767, 0.1016951127194012468, 0.1036269229801871569, 0.1038985894211394670, 0.1024428310792968671, 0.1008121265337612972, 0.1042338525342408573, 0.1011135721937390874, 0.1013800910938196275, 0.1030777129896906476, 0.103467323483525777, 0.1036274620452795578, 0.104096609851468124, 0.117485684008161585, 0.115104218581987546, 0.120765795313356757, 0.125732169035378078, 0.112790640588568239, 0.1133941503506258710, 0.113313954603062811, 0.1116824667587633412, 0.1109179443126466113, 0.1137102274057020714, 0.1108317809910437115, 0.1096980975154576716, 0.1143818789642360717, 0.110400818799233218, 0.1090240111006086819, 0.1119008359805642320, 0.1256155244179624521, 0.109373186274803722, 0.105287079346961723, 0.1075960134124906424, 0.1079603553862232425, 0.1055662822710915226, 0.1051430429338092327, 0.1048952843624130128, 0.1065665519093359229, 0.1062678747794158530, 0.105230117075654231, 0.1041327590662996132, 0.1100691228035537333, 0.1062197970342116134, 0.1059173311657385135, 0.1059145879240534836, 0.1048417833306403637, 0.1102624969100871738, 0.1043822735963318739, 0.103869398999323840, 0.103194921188507941, 0.1047992352958677742, 0.1049553005490065843, 0.1031801026121959344, 0.1053312864286113245, 0.105882629068637846, 0.1035117232566091547, 0.1098688207972212348, 0.1030432234086594649, 0.112336868439717950, 0.103212637724233551, 0.1027986338891686452, 0.1029446106698987453, 0.1033228884661930354, 0.104201165561664855, 0.1034718490686607556, 0.1021565099803274457, 0.1017385801921524858, 0.1018983494204630459, 0.1013168488085240360, 0.1036636947450121561, 0.1014748456297057162, 0.1013974571630860563, 0.1004634156319216864, 0.1009956912089276765, 0.1052480851263461266, 0.1020629507120375767, 0.10421297133699668, 0.1046066655907857169, 0.1002996522029770, 0.1015354821681497771, 0.102718612989213172, 0.1021603349713280873, 0.1004069198778582174, 0.1047546608951052875, 0.102052706642983676, 0.1006538907288597577, 0.1029198711730061678, 0.09992437805329396
